sample_number,sample_name,aspect_ratio,circularity,type_ianetta,type_shull,length(cm),width(cm),preimeter(cm),area(cm),state,climate_region,id,id2,city_county_state,latitude,longitude,elevation,month,day,year,precp(in),max_temp C,min_temp C,avg_temp C,avg_tmax_six_months_prior,avg_tmin_six_months_prior,avgtemp(6monthsprior),avg_tmax_previous_ year,avg_tmin_previous_ year,tavg_previous_ year,avg_tmax_ year_DOC,avg_tmin_ year_DOC,tavg_ year_DOC,avgprecp(6monthsprior),avg_precp_previous_year,avg_precp_year_DOC
398,CBP_4_SAT_Tex,4.828542578,0.300458175,Type6,simplex,9.13,2.08,24.66,23.80,TX,South,CollegeStation,CollegeStation5,"College Station, Texas",30.63,-96.33,102.00,February,22,1977,0.04,26.10,6.67,16.38,24.37,9.23,16.80,27.09,13.69,20.39,27.40,12.73,20.06,2.47,3.08,2.27
399,CBP_4_UGA_GEOR,2.613504186,0.275947377,Type3,simplex,5.97,1.79,16.56,16.46,GA,Southeast,quitman,quitman2,"Quitman, Brooks County, Georgia",31.97,-83.56,57.90,April,17,1966,0.00,27.00,9.68,18.34,18.01,4.73,11.37,24.62,11.73,18.17,24.35,11.54,17.94,3.49,3.36,3.57
400,CBP_4_ULA_WIS,2.388759455,0.145218409,Type3,simplex,9.39,3.55,37.00,36.61,WI,Upper_Midwest,lacrosse,lacrosse,"La Crosse, La Crosse County, Wisconsin",43.78,-91.20,969.00,June,14,1974,1.05,26.87,10.53,18.70,8.35,-2.94,2.71,8.35,-2.94,2.71,8.35,-2.94,2.71,2.19,2.19,2.19
401,CBP_4_UNA_ALA,,,,,8.37,2.07,26.19,25.78,AL,Southeast,tuscaloosa,tuscaloosa5,"Tusclaloosa, Tuscaloosa County, Alabama",33.19,-87.57,68.00,February,7,1957,1.91,23.33,13.52,18.43,15.56,3.43,9.50,25.32,11.58,18.45,24.05,11.95,18.00,6.67,3.53,3.95
402,CBP_4_URV_VIR,2.945817442,0.102196179,Type3,simplex,4.02,1.43,14.43,14.24,VI,Southeast,richmond,richmond4,"Richmond, Hanover County, Virginia",37.54,-77.43,50.70,April,2,1978,0.00,26.40,12.68,19.54,13.72,2.05,7.88,20.73,8.54,14.63,21.82,9.52,15.67,2.57,2.19,2.88
403,CBP_4_USF_FLOR,3.047495812,0.364446616,Type3,simplex,3.49,1.18,8.67,8.61,FL,Southeast,homestead,homestead3,"Homestead, Dade County, Florida",25.57,-80.67,1.00,December,2,1997,0.00,25.57,15.88,20.72,30.96,22.45,26.71,29.71,20.17,24.94,29.64,20.33,24.98,5.26,4.49,4.87
404,CBP_4_UWFP_FLOR,2.897419552,0.14070726,Type3,simplex,5.39,1.90,20.10,19.88,FL,Southeast,pensacola,pensacola4,"Pensacola, Escambia County, Florida",30.43,-87.24,31.00,April,2,2001,0.00,22.32,6.27,14.29,28.01,18.22,23.11,25.64,14.92,20.28,25.79,15.11,20.45,6.52,4.46,4.56
405,CBP_4_VCU_VIR,2.530979218,0.46689604,Type3,simplex,3.86,1.48,9.60,9.48,VI,Southeast,richmond,richmond13,"Richmond City, N/A, Virginia",37.54,-77.43,50.70,April,29,1971,0.00,21.24,8.05,14.65,9.02,-1.35,3.84,20.03,8.06,14.05,19.69,7.73,13.71,3.95,3.34,3.27
406,CBP_4_VPI_VIR,3.876074656,0.156674278,Type3,simplex,4.59,1.05,13.61,13.44,VI,Southeast,fredericksburg,fredericksburg1,"Fredericksburg, Norfolk County, Virginia",38.31,-77.47,41.00,April,9,1969,0.00,27.17,6.73,16.95,10.35,-1.32,4.52,19.50,6.59,13.05,19.27,6.89,13.08,2.33,2.51,2.88
407,CBP_4_VSC_GEOR,3.053097346,0.253972099,Type3,rhomboidea,4.97,1.03,14.94,14.78,GA,Southeast,quitman,quitman3,"Quitman, Brooks County, Georgia",31.97,-83.56,57.90,April,17,1966,0.00,27.00,9.68,18.34,18.01,4.73,11.37,24.62,11.73,18.17,24.35,11.54,17.94,3.49,3.36,3.57
408,CBP_4_WIS_WIS,2.931819881,0.130057068,Type3,simplex,8.40,2.20,32.20,31.55,WI,Upper_Midwest,brodhead,brodhead,"Brodhead, Rock County, Wisconsin",42.54,-89.32,969.00,May ,5,1964,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
409,CBP_4_WM_VIR,2.40936317,0.125831668,Type1a2,simplex,5.00,2.05,21.74,21.40,VI,Southeast,fredericksburg,fredericksburg2,"Fredericksburg, Westmoreland County, Virginia",38.31,-77.47,77.00,May,11,1999,0.00,26.55,12.65,19.60,14.70,1.71,8.21,22.38,9.72,16.05,21.18,8.15,14.66,2.50,2.09,2.66
410,CBP_40_WIS_WIS,2.492943429,0.181958192,Type3,simplex,5.75,2.45,22.40,21.75,WI,Upper_Midwest,dodgeville,dodgeville2,"Dodgeville, Iowa County, Wisconsin",42.96,-90.13,364.00,May,13,1958,0.00,27.32,3.22,15.27,5.39,-6.18,-0.40,5.39,-6.18,-0.40,5.39,-6.18,-0.40,0.83,0.83,0.83
411,CBP_41_WIS_WIS,3.92039144,0.372905312,Type3,simplex,9.13,1.94,24.31,24.04,WI,Upper_Midwest,jefferson,jefferson,"Jefferson, Jefferson County, Wisconsin",43.01,-88.81,244.00,May,13,1984,9.84,18.89,6.62,12.75,2.54,-6.99,-2.23,2.54,-6.99,-2.23,2.54,-6.99,-2.23,1.58,1.58,1.58
412,CBP_42_WIS_WIS,2.48870759,0.091424933,Type3,simplex,5.55,1.95,31.00,29.95,WI,Upper_Midwest,union,union,"Union, Rock County, Wisconsin",43.68,-90.26,285.00,May,1,1961,0.00,11.74,-3.33,4.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
413,CBP_43_WIS_WIS,3.152210497,0.273641985,Type3,simplex,3.95,1.20,11.10,10.80,WI,Upper_Midwest,albany,albany,"Albany, Green County, Wisconsin",42.71,-89.44,245.00,May,14,1965,0.00,28.00,10.09,19.04,3.70,-6.38,-1.34,3.70,-6.38,-1.34,3.70,-6.38,-1.34,1.93,1.93,1.93
414,CBP_44_WIS_WIS,3.362779682,0.131499905,Type3,simplex,8.95,2.70,33.50,32.95,WI,Upper_Midwest,N/A,N/A,Wisconsin,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
415,CBP_45_WIS_WIS,3.773059912,0.329827069,Type3,simplex,3.95,0.80,8.85,8.80,WI,Upper_Midwest,oshkosh,oshkosh,"Oshkosh, Winnebago County, Wisconsin",44.83,-87.38,178.00,May,20,1965,0.00,18.78,4.88,11.83,3.03,-7.03,-2.00,3.03,-7.03,-2.00,3.03,-7.03,-2.00,2.03,2.03,2.03
416,CBP_46_WIS_WIS,3.269658905,0.123827948,Type3,simplex,6.50,0.95,27.20,26.70,WI,Upper_Midwest,N/A,N/A,"West Superior, Douglas County, Wisconsin",46.72,-92.10,195.00,June,N/A,1890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
417,CBP_47_WIS_WIS,4.322913616,0.175574667,Type3,simplex,7.70,1.50,22.45,22.10,WI,Upper_Midwest,spirit,spirit,"Spirit, Price County, Wisconsin",45.40,-90.16,502.00,June,6,1947,0.25,23.20,9.58,16.39,22.59,9.68,16.13,22.59,9.68,16.13,22.59,9.68,16.13,2.75,2.75,2.75
418,CBP_48_WIS_WIS,2.227931776,0.093796418,Type3,simplex,9.55,3.20,44.65,43.80,WI,Upper_Midwest,N/A,N/A,Wisconsin,N/A,N/A,N/A,N/A,N/A,1967,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
419,CBP_49_WIS_WIS,4.892091666,0.25559906,Type3,simplex,4.65,0.85,10.75,10.70,WI,Upper_Midwest,madison,madison6,"Madison, Dane County, Wisconsin",43.07,-89.40,258.00,June,16,1953,0.00,16.60,8.08,12.34,9.35,-0.65,4.35,9.35,-0.65,4.35,9.35,-0.65,4.35,1.94,1.94,1.94
420,CBP_5_ACU_Tex,3.437847026,0.333229211,Type1a2,simplex,3.85,0.95,10.01,9.82,TX,South,Waco,Waco3,"Waco, Texas",31.55,-97.15,142.00,February ,22,1982,0.00,29.02,6.56,17.79,21.12,7.89,14.51,25.30,12.72,19.01,25.49,12.89,19.19,2.02,2.45,1.97
421,CBP_5_BALT_MARY,2.141653739,0.224171021,Type3,simplex,3.67,1.67,12.20,12.04,MD,Northeast,townson,townson2,Baltimore County_Maryland_Towson,39.40,-76.60,151.00,April,24,1980,18.39,120.02,13.64,66.83,10.40,0.00,5.20,17.91,7.20,12.56,19.98,9.38,14.68,2.17,3.59,3.20
422,CBP_5_BRIT_OKLA,3.892418351,0.09510525,Type3,simplex,5.60,1.45,23.10,21.95,OK,South,riverbottom,riverbottom2,"River Bottom or Fort Gibson, Muskogee County, Oklahoma",35.80,-95.25,172.00,April,5,1959,0.00,27.98,10.10,19.04,13.65,0.30,6.97,22.10,9.46,15.78,21.81,9.33,15.57,1.80,2.99,3.33
423,CBP_5_BRIT_Tex,3.156239236,0.251301959,Type1a2,simplex,4.82,1.76,14.54,14.17,TX,South,Fannin,Fannin,"Fannin, Texas",28.70,-97.24,42.00,April ,5,1978,0.00,27.38,20.43,23.90,20.23,7.22,13.73,26.98,14.68,20.83,26.65,14.58,20.61,1.42,2.35,2.38
424,CBP_5_BRIT_Tex,3.671296907,0.225018581,Type1a2,simplex,4.97,1.35,13.98,13.67,TX,South,Fannin,Fannin,"Fannin, Texas",28.70,-97.24,42.00,April ,5,1978,0.00,20.60,3.90,12.25,20.23,7.22,13.73,26.98,14.68,20.83,26.65,14.58,20.61,1.42,2.35,2.38
425,CBP_5_BRY_UTAH,3.144018619,0.267869382,Type3,simplex,3.77,1.21,11.56,11.33,UT,Southwest,provo,provo2,"Provo, Utah County, Utah",40.25,-111.65,301.00,April,21,1966,0.00,12.13,-2.21,4.96,8.04,-5.84,1.10,15.58,0.05,7.81,16.90,0.42,8.66,1.48,1.34,1.09
426,CBP_5_CSCN_IDA,,,,,3.33,1.07,12.76,12.53,NE,Northern_Rockies_and_Plains,longpine,longpine,Banner County_Nebraska_Long Pine,41.42,-103.53,732.00,May,2,1987,0.90,27.12,9.58,18.35,9.55,-6.17,1.69,17.31,1.21,9.26,17.54,0.82,9.18,0.63,1.23,1.28
427,CBP_5_DES_ARIZ,2.841954724,0.136793336,Type3,simplex,4.93,1.90,21.00,20.60,AZ,Southwest,phoenix,phoenix2,Maricopa County_Arizona_Phoenix,33.60,-112.03,331.00,March,9,1979,0.00,25.30,10.52,17.91,21.51,6.99,14.25,29.52,13.24,21.38,29.60,12.62,21.11,13.41,8.03,5.18
428,CBP_5_DOV_DELA,3.67604576,0.462852064,Type3,simplex,3.39,0.73,7.48,7.45,DE,Northeast,dover,dover2,"Dover, Kent County, Delaware",39.22,-75.63,301.00,July,17,1984,0.00,31.13,19.98,25.55,4.07,4.07,4.07,18.95,7.15,13.05,18.09,6.65,12.37,4.07,3.60,2.99
429,CBP_5_DOV_MARY,2.139291423,0.145958109,Type3,simplex,3.47,1.53,15.09,14.79,MD,Northeast,snowhill,snowhill2,Worcester County_Maryland_Snow Hill,38.18,-75.39,5.00,April,2,2006,16.89,111.43,-8.33,51.55,12.00,1.36,6.68,19.90,9.41,14.65,18.30,6.64,12.47,1.84,2.63,2.36
430,CBP_5_EIU_ILL,3.23089209,0.218045581,Type3,simplex,5.50,1.46,20.41,19.98,IL,Ohio_Valley,charleston,charleston2,"Charleston, Coles County, Illinois",39.49,-88.19,212.00,April,7,1946,0.26,18.33,1.13,9.73,10.08,-1.03,4.52,18.09,6.33,12.21,19.84,7.19,13.51,2.00,3.14,2.90
431,CBP_5_FLAS_FLOR,2.745987872,0.605709733,Type3,simplex,2.44,0.80,5.57,5.56,FL,Southeast,homestead,homestead4,"Homestead, Dade County, Florida",25.57,-80.67,1.00,November,2,1997,0.03,31.05,23.10,27.17,31.99,23.36,27.68,29.77,20.17,24.97,29.64,20.33,24.98,7.07,4.33,4.87
432,CBP_5_FMNH_ILL,3.362059819,0.230109581,Type3,simplex,12.80,3.93,40.08,39.73,IL,Ohio_Valley,chicago,chicago2,"Chicago, Cook County, Illinois",41.74,-87.55,182.00,June,22,1960,1.36,24.59,16.81,20.70,9.30,1.06,5.18,14.21,5.55,9.88,14.36,5.48,9.92,2.60,2.68,2.09
433,CBP_5_GMUH_VIR,2.686140658,0.110869661,Type3,simplex,5.37,2.09,22.72,22.40,VI,Southeast,fredericksburg,fredericksburg3," Fredericksburg, Caroline County, Virginia",38.17,-77.19,506.00,April,30,1978,0.00,22.70,12.06,17.38,10.50,-1.09,4.71,19.39,6.78,13.09,19.21,6.64,12.92,3.81,3.21,3.04
434,CBP_5_HAR_VIR,3.782570249,0.173974886,Type6,simplex,6.74,1.74,19.58,19.16,VI,Southeast,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
435,CBP_5_HAR_WAS,2.044570236,0.095949178,Type3,simplex,4.16,2.11,25.95,24.68,WA,Northwest,N/A,N/A,Washington,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
436,CBP_5_HUNT_INDI,4.885172983,0.250585331,Type3,simplex,6.40,1.15,15.45,15.32,IN,Ohio_Valley,huntington,huntington3,"Huntington, Huntington County, Indiana",40.88,-85.50,228.00,June,26,1969,0.00,31.30,18.33,24.82,11.73,0.32,6.03,15.46,4.03,9.75,15.41,4.04,9.73,2.85,2.81,2.77
437,CBP_5_IND_INDI,1.842926398,0.126186486,Type6,simplex,6.78,3.86,35.04,34.71,IN,Ohio_Valley,bloomingdale,bloomingdale,"Bloomingdale, Parke County, Indiana",39.83,-87.25,196.00,September,20,1929,0.04,18.88,8.72,13.80,25.61,12.35,18.98,17.44,5.00,11.22,16.94,4.63,10.79,4.03,3.01,3.30
438,CBP_5_JMUH_VIR,3.157374236,0.103444346,Type3,simplex,4.35,1.29,17.29,17.06,VI,Southeast,harrisonburg,harrisonburg7,"Harrisonburg, Rockingham County, Virginia",38.43,-78.87,301.00,April,13,2002,1.37,16.34,7.44,11.89,11.63,-1.52,5.06,18.22,5.10,11.66,17.70,5.54,11.62,1.33,2.00,2.61
439,CBP_5_MARY_MARY,3.152829831,0.274852761,Type3,simplex,3.95,1.28,12.49,12.18,MD,Northeast,reistertown,reistertown,Baltimore County_Maryland_Reistertown,39.47,-76.83,219.00,April,26,1980,19.60,104.56,-6.05,49.26,10.36,-0.45,4.96,17.73,6.50,12.12,17.81,6.99,12.40,2.19,3.64,2.57
440,CBP_5_MICH_MICH,2.744330734,0.296657886,Type3,simplex,4.29,1.52,11.91,11.85,MI,Upper_Midwest,Richmond,Richmond,"Richmond, Macomb County, Michigan",42.84,-82.88,1134.00,June,18,1958,2.44,21.68,11.40,16.54,9.77,-0.38,4.69,14.36,4.21,9.28,14.19,3.73,8.96,1.15,1.94,1.38
441,CBP_5_MOR_ILL,2.867136016,0.268756855,Type3,simplex,8.40,2.95,28.95,28.25,IL,Ohio_Valley,dekalb,dekalb,"DeKalb, DeKalb County, Illinois",41.93,-88.76,268.00,May,10,1895,N/A,N/A,N/A,N/A,8.07,-2.81,2.63,14.66,3.32,8.99,18.16,6.23,12.19,1.44,2.02,2.10
442,CBP_5_NY_UTAH,3.164871945,0.243906056,Type3,simplex,6.67,1.44,20.29,20.04,UT,Southwest,saltlakecity,saltlakecity4,"Salt Lake City, Salt Lake County, Utah",40.76,-111.82,1532.16,May,4,1995,0.74,18.30,2.16,10.23,8.33,-3.12,2.60,16.98,3.03,10.00,16.45,2.60,9.53,2.93,2.17,2.36
443,CBP_5_ODU_VIR,3.179534884,0.192540837,Type3,simplex,2.25,0.70,6.90,6.75,VI,Southeast,norfolk,norfolk7,"Norfolk City, N/A, Virginia",36.88,-76.31,301.00,March,25,2004,0.00,21.11,7.00,14.05,14.09,3.76,8.93,19.93,9.74,14.83,20.90,11.21,16.05,2.57,3.90,3.67
444,CBP_5_PH_DELA,2.927767928,0.539516572,Type3,simplex,2.60,0.80,5.82,5.80,DE,Northeast,seaford,seaford,"Seaford, Sussex County, Delaware",38.56,-75.56,301.00,April,14,1927,0.00,15.01,3.00,9.01,2.68,2.68,2.68,18.84,7.25,13.05,19.18,7.56,13.37,2.68,3.24,2.95
445,CBP_5_SAT_Tex,2.457958085,0.595741174,Type1a1,simplex,6.72,2.30,22.38,22.95,TX,South,Waco,Waco4,"Waco, Texas",31.55,-97.15,142.00,March ,21,1990,0.00,20.86,5.66,13.26,19.88,6.23,13.06,25.33,12.58,18.96,25.96,13.31,19.63,2.06,2.67,2.76
446,CBP_5_SAT_Tex,3.503428168,0.197138871,Type3,simplex,4.56,1.57,9.72,9.67,TX,South,Waco,Waco5,"Waco, Texas",31.55,-97.15,142.00,March ,21,1990,0.00,20.86,5.66,13.26,19.88,6.23,13.06,25.33,12.58,18.96,25.96,13.31,19.63,2.06,2.67,2.76
447,CBP_5_UGA_GEOR,2.862415092,0.095008776,Type3,simplex,6.32,1.87,27.26,26.68,GA,Southeast,statesboro,statesboro2,"Statesboro, Bulloch County, Georgia",32.67,-81.33,77.10,March,16,1963,0.22,24.30,10.98,17.64,18.97,5.14,12.05,25.67,11.95,18.81,25.27,11.56,18.41,2.50,3.28,3.14
448,CBP_5_ULA_WIS,3.402216556,0.29447348,Type3,simplex,4.19,0.84,11.75,11.53,WI,Upper_Midwest,riverfalls,riverfalls,"River Falls, Pierce County, Wisconsin",44.85,-92.62,84.00,May,5,1972,1.00,16.15,3.05,9.60,-0.83,-10.86,-5.85,-0.83,-10.86,-5.85,-0.83,-10.86,-5.85,0.94,0.94,0.94
449,CBP_5_URV_VIR,4.049760161,0.359726614,Type3,simplex,3.12,0.70,6.72,6.72,VI,Southeast,richmond,richmond5,"Richmond, Henrico County, Virginia",37.54,-77.43,50.70,April,25,1932,0.33,25.30,9.15,17.23,10.20,-0.62,4.79,20.04,8.09,14.06,19.69,7.73,13.71,3.62,3.23,3.27
450,CBP_5_USF_FLOR,4.078458754,0.14960735,Type3,simplex,7.58,1.85,23.98,24.24,FL,Southeast,blountstown,blountstown,"Blountstown, Calhoun County, Florida",30.39,-85.13,19.00,February,24,2008,0.00,24.30,6.25,15.28,23.99,9.93,16.96,27.56,13.07,20.32,26.20,12.20,19.20,4.04,3.08,4.27
451,CBP_5_UWFP_FLOR,2.817367176,0.161116331,Type3,simplex,4.12,1.24,15.90,15.44,FL,Southeast,pensacola,pensacola5,"Pensacola, Escambia County, Florida",30.43,-87.24,31.00,March,23,2011,0.02,27.36,19.94,23.65,23.50,13.30,18.40,26.71,15.95,21.33,26.03,13.99,20.01,5.52,4.66,3.68
452,CBP_5_VCU_VIR,4.186140043,0.243344241,Type3,simplex,4.22,1.02,12.37,12.17,VI,Southeast,charoltesville,charoltesville1,"Charlotesville, Goochland County, Virginia",38.03,-78.51,149.00,April,29,1971,0.00,21.24,8.05,14.65,11.96,-0.77,5.59,19.84,6.84,13.34,19.14,6.80,12.97,2.91,2.66,3.45
453,CBP_5_VPI_VIR,3.63543036,0.17125941,Type3,simplex,6.69,1.50,18.33,18.17,VI,Southeast,radford,radford2,"Radford, Montgomery County, Virginia",37.13,-80.58,641.00,May,17,1978,0.00,17.60,3.62,10.61,8.59,-3.86,2.36,15.80,3.18,9.49,16.81,3.17,9.99,3.32,3.49,2.86
454,CBP_5_VSC_GEOR,3.80035165,0.2295535,Type3,simplex,7.70,1.58,21.55,21.18,GA,Southeast,colquit,colquit,"Colquit, Miller County, Georgia",31.17,-84.73,50.90,March,13,1976,0.62,23.58,13.33,18.50,21.12,6.69,13.91,25.95,12.83,19.39,25.41,11.38,18.39,3.11,4.82,4.15
455,CBP_5_WM_VIR,3.88204344,0.08530172,Type3,simplex,6.07,1.71,28.50,28.07,VI,Southeast,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
456,CBP_6_BALT_MARY,2.66616971,0.13031591,Type3,simplex,3.14,1.20,12.59,12.16,MD,Northeast,ashland,ashland,Mayland_Ashland,39.49,-76.63,167.00,May ,1,1973,21.62,97.38,-10.77,43.31,N/A,N/A,N/A,N/A,N/A,N/A,18.05,5.87,11.96,N/A,N/A,2.44
457,CBP_6_BRIT_Tex,4.58119087,0.24184557,Type3,simplex,9.56,2.30,27.32,26.65,TX,South,Waxahachie,Waxahachie,"Waxahachie, Texas",32.39,-96.85,169.00,February ,22,1973,1.95,11.83,4.76,8.24,18.68,7.19,12.93,24.85,12.47,18.66,24.27,12.47,18.37,2.70,2.06,3.50
458,CBP_6_BRY_UTAH,2.87995987,0.2424161,Type3,rhomboidea,4.85,1.61,16.61,16.24,UT,Southwest,provo,provo3,"Provo, Utah County, Utah",40.25,-111.65,1368.00,April,28,1938,0.00,23.28,0.89,12.09,8.86,-4.01,2.42,17.29,1.83,9.56,16.23,1.21,8.72,1.75,1.44,1.49
459,CBP_6_CSCN_IDA,,,,,5.04,1.07,12.36,12.24,NE,Northern_Rockies_and_Plains,albin,albin,Banner County_Nebraska_Albin,41.42,-104.02,540.00,June,3,1977,0.00,32.75,12.50,22.63,11.61,-3.70,3.95,16.87,0.08,8.48,16.94,0.96,8.95,1.35,0.92,1.02
460,CBP_6_DES_ARIZ,4.716214833,0.27719237,Type3,simplex,2.74,0.43,6.52,6.38,AZ,Southwest,N/A,N/A,Apache County_Arizona_Greer,34.01,-109.46,2547.00,May,N/A,1981,N/A,64.60,29.10,47.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
461,CBP_6_DOV_DELA,3.505961351,0.148920932,Type3,simplex,7.57,2.13,23.85,23.65,DE,Northeast,newark,newark2,"Newark, New Castle County, Delaware",39.68,-75.75,5102.00,April,18,1969,9.91,8.75,3.66,6.21,1.96,1.96,1.96,17.74,6.91,12.33,17.78,6.77,12.28,1.96,2.30,2.81
462,CBP_6_DOV_MARY,3.864684557,0.232953949,Type3,simplex,12.19,0.86,9.19,9.07,MD,Northeast,mandelasprings,mandelasprings,Wicomico County_Maryland_Mandela Springs,38.47,-75.71,8.00,May,1,2007,17.96,109.83,-13.13,48.35,12.36,0.78,6.57,19.95,8.44,14.20,19.16,7.16,13.16,2.74,3.80,2.60
463,CBP_6_FMNH_ILL,4.21474435,0.235459218,Type3,simplex,11.83,2.00,34.27,33.93,IL,Ohio_Valley,chicago,chicago3,"Chicago, Cook County, Illinois",41.74,-87.55,182.00,May,12,1898,N/A,N/A,N/A,N/A,6.60,-3.61,1.50,15.61,3.76,9.68,14.94,3.82,9.38,2.64,2.40,2.99
464,CBP_6_HARV_VIR,3.269813915,0.282549217,Type3,simplex,2.95,0.79,7.74,7.53,VI,Southeast,,,,,,,,,,,,,,,,,,,,,,,,,
465,CBP_6_IND_INDI,2.407342392,0.165291007,Type3,simplex,5.57,2.11,21.59,21.30,IN,Ohio_Valley,decatur,decatur2,"Decatur, Adams County, Indiana",40.83,-84.93,244.00,April,30,1905,0.00,29.58,12.23,20.90,6.29,-5.23,0.53,15.77,3.08,9.42,14.85,3.23,9.04,1.86,2.18,2.78
466,CBP_6_JMUH_VIR,2.625812559,0.265490096,Type3,simplex,4.45,1.57,14.61,14.39,VI,Southeast,winchester,winchester4,"Winchester, Shenandoah County, Virginia",38.87,-78.58,301.00,May,5,2011,8.02,16.69,4.38,10.53,10.02,-1.34,4.34,18.83,6.39,12.61,18.76,6.81,12.79,3.53,3.02,3.52
467,CBP_6_MARY_MARY,1.998185616,0.112468802,Type3,simplex,6.48,3.23,31.63,31.20,MD,Northeast,lilypons,lilypons,Frederick County_Maryland_Lilypons,39.30,-77.43,68.00,April,21,1980,18.39,120.02,13.64,66.83,9.74,-1.08,4.33,17.44,6.16,11.80,19.98,9.38,14.68,2.16,3.55,3.20
468,CBP_6_MICH_MICH,3.45701655,0.358171254,Type1a2,simplex,4.90,1.35,11.96,11.92,NE,Upper_Midwest,Ypsilanti,Ypsilanti,"Ypsilanti, Washtenaw County, Michigan",42.24,-83.61,3530.00,May,17,1916,0.08,10.68,4.85,7.64,5.29,-4.75,0.27,13.63,3.08,8.35,14.99,3.20,9.09,1.99,2.55,2.12
469,CBP_6_ODU_VIR,2.883491145,0.207178229,Type3,simplex,0.89,0.30,3.00,2.93,VI,Southeast,virginiabeach,virginiabeach1,"Virginia Beach, N/A, Virginia",36.85,-75.98,301.00,March,22,1978,0.00,18.96,6.46,12.71,11.62,2.66,7.14,19.99,10.25,15.12,19.51,9.90,14.70,3.92,3.14,3.30
470,CBP_6_SAT_Tex,4.88402087,0.431433822,Type1a2,simplex,4.33,1.13,8.85,8.81,TX,South,Houston,Houston2,"Houston, Texas",29.76,-95.36,11.00,April,4,1990,0.00,24.26,12.70,18.48,19.92,9.58,14.75,25.72,15.56,20.64,26.65,16.10,21.37,2.89,3.77,2.77
471,CBP_6_SAT_Tex,3.187555726,0.589037497,Type1a2,simplex,6.18,1.26,11.87,11.86,TX,South,Houston,Houston2,"Houston, Texas",29.76,-95.36,11.00,April,4,1990,0.00,24.26,12.70,18.48,19.92,9.58,14.75,25.72,15.56,20.64,26.65,16.10,21.37,2.89,3.77,2.77
472,CBP_6_UGA_GEOR,3.435047309,0.102275991,Type3,simplex,8.08,2.00,28.68,28.32,GA,Southeast,athens,athens4,"Athens, Clarke County, Georgia",33.95,-83.38,194.00,April,1,1917,N/A,N/A,N/A,N/A,15.48,2.99,9.24,22.60,10.32,16.46,21.99,9.23,15.61,4.03,3.43,3.53
473,CBP_6_URV_VIR,2.232435064,0.201601463,Type3,simplex,4.76,1.98,18.22,18.00,VI,Southeast,N/A,N/A,"Richmond, Henrico County, Virginia",37.54,-77.43,50.70,April,N/A,1933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
474,CBP_6_USF_FLOR,3.670028659,0.426746728,Type3,simplex,5.34,1.24,12.69,12.58,FL,Southeast,marianna,marianna2,"Marianna, Jackson, Florida",30.77,-85.23,51.00,February,9,1957,0.41,28.23,14.63,21.43,24.87,11.59,18.23,27.07,14.17,20.62,26.52,14.52,20.52,2.57,3.42,4.06
475,CBP_6_UWFP_FLOR,2.953964047,0.3157259,Type3,simplex,4.33,1.38,13.02,12.88,FL,Southeast,pensacola,pensacola6,"Pensacola, Escambia County, Florida",30.43,-87.24,31.00,December,20,2002,4.82,17.34,5.90,11.62,19.25,6.66,12.95,24.80,13.23,19.01,24.89,13.21,19.05,6.28,5.86,4.67
476,CBP_6_VPI_VIR,2.996044315,0.197756016,Type3,simplex,14.25,4.75,51.28,50.80,VI,Southeast,radford,radford3,"Radford, Floyd County, Virginia",37.13,-80.58,641.00,May ,5,1976,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
477,CBP_6_WIS_WIS,,,,,7.75,1.50,24.65,24.15,WI,Upper_Midwest,medford,medford,"Medford, Taylor County, Wisconsin",45.32,-90.20,969.00,July,26,1947,0.00,31.38,17.23,24.30,10.78,-1.23,4.78,10.78,-1.23,4.78,10.78,-1.23,4.78,1.98,1.98,1.98
