,sample_number,sample_name,aspect_ratio,circularity,type_ianetta,type_shull,length,width,preimeter,area,state,climate_region,id,id2,city_county_state,latitude,longitude,elevation,month,day,year,precp_in,max_temp_C,min_temp_C,avg_temp_C,avg_tmax_six_months_prior,avg_tmin_six_months_prior,avgtemp_6monthsprior,avg_tmax_previous_.year,avg_tmin_previous_.year,tavg_previous_.year,avg_tmax_.year_DOC,avg_tmin_.year_DOC,tavg_.year_DOC,avgprecp_6monthsprior,avg_precp_previous_year,avg_precp_year_DOC
382,176,CBP_11_SAT_Tex,3.510004148,0.148996556,Type3,rhomboidea,7.34,2.27,32.83,31.97,TX,South,Bryan,Bryan3,"Bryan, Texas",30.67,-96.37,113,February,25,1977,0,28.33,11.4,19.86,19.01,6.75,12.88,23.94,11.98,17.96,26.34,13.82,20.08,0.0329,0.0321,0.0203
383,461,CBP_6_DOV_DELA,3.505961351,0.148920932,Type3,rhomboidea,7.57,2.13,23.85,23.65,DE,Northeast,newark,newark2,"Newark, New Castle County, Delaware",39.68,-75.75,39,April,18,1969,0.991,8.75,3.66,6.21,1.96,1.96,1.96,17.74,6.91,12.33,17.78,6.77,12.28,0.0196,0.023,0.0281
384,389,CBP_4_IND_INDI,2.398844378,0.147968014,Type3,rhomboidea,6.81,2.63,28.42,28.21,IN,Ohio_Valley,rushville,rushville,"Rushville, Rush County, Indiana ",39.61,-85.45,292,May,11,1979,0.009,30.34,18.96,24.65,6.53,-4.55,0.99,15.95,4.01,9.98,15.48,3.84,9.66,0.0262,0.031,0.0349
385,301,CBP_20_WIS_WIS,2.919376913,0.147735354,Type3,rhomboidea,9.6,3.2,40.1,39.2,WI,Upper_Midwest,verona,verona,"Verona, Dane County, Wisconsin",42.92,-89.83,969,December,5,1998,0.019,15.89,9.77,12.83,21.23,9.43,15.33,21.23,9.43,15.33,21.23,9.43,15.33,0.0256,0.0256,0.0256
386,379,CBP_4_DES_ARIZ,2.360292583,0.147428674,Type6,rhomboidea,2.25,0.85,9.85,9.48,AZ,Southwest,wikieup,wikieup,Mohave County_Arizona_Wikieup,34.7,-113.57,609,April,13,1979,0,23.6,2.8,13.2,15.85,1.49,8.67,25.54,8.73,17.13,25.82,7.89,16.86,0.2386,0.1276,0.0894
387,527,CBP_9_IND_INDI,3.126938804,0.146995755,Type3,rhomboidea,5.69,1.9,19.9,19.76,IN,Ohio_Valley,,,"Madison, Jefferson County, Indiana",#N/A,#N/A,#N/A,June,#N/A,1873,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
388,206,CBP_14_WIS_WIS,3.698587495,0.146244405,Type3,rhomboidea,4.9,1,15,14.7,WI,Upper_Midwest,madison,madison2,"Madison, Dane County, Wisconsin",43.07,-89.4,266,May,25,1877,0,16.6,8.08,12.34,1.88,-5.39,-1.75,1.88,-5.39,-1.75,1.88,-5.39,-1.75,0.0119,0.0119,0.0119
389,429,CBP_5_DOV_MARY,2.139291423,0.145958109,Type3,simplex,3.47,1.53,15.09,14.79,MD,Northeast,snowhill,snowhill2,Worcester County_Maryland_Snow Hill,38.18,-75.39,5,April,2,2006,1.689,11.143,-8.33,5.155,12,1.36,6.68,19.9,9.41,14.65,18.3,6.64,12.47,0.0184,0.0263,0.0236
390,496,CBP_7_URV_VIR,2.469310897,0.145675951,Type3,rhomboidea,2.11,0.82,8.91,8.7,VI,Southeast,richmond,richmond6,"Richmond, Henrico County, Virginia",37.54,-77.43,50.7,March,29,1935,0,17.23,2.6,9.92,12.64,1.79,7.21,19.91,8.91,14.41,20.96,9.28,15.12,0.0321,0.0392,0.0278
391,400,CBP_4_ULA_WIS,2.388759455,0.145218409,Type3,rhomboidea,9.39,3.55,37,36.61,WI,Upper_Midwest,lacrosse,lacrosse,"La Crosse, La Crosse County, Wisconsin",43.78,-91.2,969,June,14,1974,0.105,26.87,10.53,18.7,8.35,-2.94,2.71,8.35,-2.94,2.71,8.35,-2.94,2.71,0.0219,0.0219,0.0219
392,104,CBP_1_NLU_VIR,3.446897598,0.144307913,Type3,rhomboidea,6.06,1.48,20.18,19.85,VI,Southeast,norfolk,norfolk2,"Norfolk City, , Virginia",36.89,-76.3,301,March,31,1975,0.372,13.39,2.84,8.05,14.68,3.98,9.33,20.45,10.35,15.4,20.95,10.93,15.94,0.0308,0.0348,0.0368
393,183,CBP_12_CSCN_IDA,2.720644567,0.144073141,Type6,rhomboidea,4.89,1.42,18.71,18.38,NE,Northern_Rockies_and_Plains,chadron,chadron3,Dawes County_Nebraska_Chadron,42.82,-130.01,1030,May,16,2007,0.038,18.73,6.83,12.78,9.85,-6.14,1.85,18.11,1.35,9.73,17.39,0.85,9.12,0.0093,0.0102,0.0098
394,108,CBP_1_NY_MARY,2.532633402,0.143580382,Type3,rhomboidea,4.28,1.57,20.57,20.45,MD,Northeast,easton,easton,Talbot County_Maryland_Easton,38.77,-76.07,11,March,27,2010,4.018,10.029,0.68,5.048,10.98,2.17,6.57,18.92,9.47,14.2,18.41,7.36,12.88,0.0458,0.0474,0.032
395,246,CBP_2_DOV_DELA,2.078708799,0.142609777,Type1a2,rhomboidea,3.6,1.55,15.15,14.89,DE,Northeast,newark,newark1,"Newark, New Castle County, Delaware",39.68,-75.75,39,April,19,1965,0.991,8.75,3.66,15.19,2.51,2.51,2.51,17.97,6,11.98,18.11,6.39,12.25,0.0251,0.0218,0.0196
396,166,CBP_10_URV_VIR,2.7517969,0.142105227,Type3,rhomboidea,6.52,2.02,23.21,22.9,VI,Southeast,richmond,richmond8,"Richmond City, , Virginia",37.54,-77.43,50.7,May,20,1931,0.093,28.35,17.8,23.08,12.37,0.14,6.26,20.18,8.02,14.1,19.72,8.01,13.87,0.0388,0.0338,0.0429
397,272,CBP_2_MOR_ILL,2.646743598,0.141253895,Type3,rhomboidea,3.9,1.35,16.6,15.95,IL,Ohio_Valley,joilet,joilet,"Joliet, Will County, Illinois",41.52,-88.15,187,May,10,1975,0,24.43,5.4,14.92,5.96,-4.08,0.94,16.7,4.86,10.78,15.76,3.92,9.84,0.0261,0.0263,0.0281
398,404,CBP_4_UWFP_FLOR,2.897419552,0.14070726,Type3,rhomboidea,5.39,1.9,20.1,19.88,FL,Southeast,pensacola,pensacola4,"Pensacola, Escambia County, Florida",30.43,-87.24,31,April,2,2001,0,22.32,6.27,14.29,28.01,18.22,23.11,25.64,14.92,20.28,25.79,15.11,20.45,0.0652,0.0446,0.0456
399,96,CBP_1_NCSC_WAS,3.147084355,0.140165603,Type3,rhomboidea,3.37,1.14,13.89,13.54,WA,Northwest,pullman,pullman,Whitman County_Washington_Pullman,46.74,-117.16,#N/A,March,12,1965,0.085,9.62,1.05,5.33,7.98,-1.18,3.4,15.32,2.98,9.15,16.74,3.74,10.24,0.0219,0.0153,0.0103
400,314,CBP_3_BRIT_OKLA,3.528422517,0.140108015,Type1a2,rhomboidea,4.1,1.1,15.9,15.35,OK,South,drippingsprings,drippingsprings,"Dripping Springs ,Delaware County, Oklahoma",36.17,-94.67,296,April,22,1956,0,22.78,8.2,15.49,14.28,-0.54,6.87,22.94,8.63,15.78,24.01,9.11,16.56,0.0104,0.0217,0.0234
401,10,CBP_1_BALT_MARY,1.995966748,0.137078795,Type6,rhomboidea,3.53,1.21,16.93,16.4,MD,Northeast,phoenix,phoenix,Baltimore County_Maryland_Phoenix,39.52,-76.62,167,April,29,1981,4.58,10.975,21.73,6.574,10.3,-1.47,4.41,18.82,6.31,12.57,18.72,9.05,13.89,0.0193,0.0225,0.0332
402,254,CBP_2_FMNH_ILL,2.448926109,0.136926019,Type3,rhomboidea,3.61,1.53,14,13.8,IL,Ohio_Valley,,,"Chicago, Cook County, Illinois",#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
403,427,CBP_5_DES_ARIZ,2.841954724,0.136793336,Type3,rhomboidea,4.93,1.9,21,20.6,AZ,Southwest,phoenix,phoenix2,Maricopa County_Arizona_Phoenix,33.6,-112.03,331,March,9,1979,0,25.3,10.52,17.91,21.51,6.99,14.25,29.52,13.24,21.38,29.6,12.62,21.11,0.1341,0.0803,0.0518
404,92,CBP_1_MUHW_VIR,2.171501741,0.136609203,Type3,rhomboidea,3.3,1.05,14.4,14.07,VI,Southeast,lynchburg,lynchburg1,"Lynchburg, Campbell County, Virginia",37.23,-79.29,301,April,10,1984,0.498,12.22,1.12,6.67,10.65,0.12,5.38,18.62,7.28,12.95,19.56,8.25,13.91,0.043,0.0343,0.0315
405,306,CBP_25_WIS_WIS,2.936899947,0.134595199,Type3,rhomboidea,3.84,1.21,15.68,15.26,WI,Upper_Midwest,dodgeville,dodgeville1,"Dodgeville, Iowa County, Wisconsin",43.04,-90.03,969,August,14,#N/A,0,30.85,16.67,23.76,20.08,7.49,13.78,20.08,7.49,13.78,20.08,7.49,13.78,0.026,0.026,0.026
406,266,CBP_2_HCMH_MICH,3.803304359,0.133763703,Type3,rhomboidea,12.07,2.61,41.07,40.8,MI,Upper_Midwest,Wyoming,Wyoming,"Wyoming, Kent County, Michigan",42.88,-85.71,969,May,22,1966,0,24.58,5.86,15.22,5.99,-3.57,1.21,12.98,2.66,7.82,13.96,3.16,8.56,0.0246,0.0269,0.0237
407,193,CBP_13_CSCN_IDA,2.897124903,0.133122398,Type6,rhomboidea,7.31,1.74,21.04,20.96,NE,Northern_Rockies_and_Plains,mullen,mullen1,Hooker County_Nebraska_Mullen,42.04,-101.05,979,April ,10,1985,0,20.53,0.93,10.73,5.58,-8.61,-1.52,15.75,0.84,8.29,14.84,0.19,7.51,0.0065,0.014,0.0123
408,84,CBP_1_MISS_GEOR,2.432677552,0.132623313,Type6,rhomboidea,4.74,1.63,18.53,18.11,GA,Southeast,athens,athens1,"Athens, Clarke County, Georgia",33.95,-83.38,194,April,1,1964,0,18.68,2.78,10.73,13.51,0.36,6.94,22.02,8.67,15.35,22.22,9.47,15.85,0.054,0.0463,0.0478
409,75,CBP_1_JMUH_VIR,3.269285138,0.132078694,Type1a2,rhomboidea,5.24,1.58,23.24,22.98,VI,Southeast,harrisonburg,harrisonburg2,"Harrisonburg, Rockingham County, Virginia",38.43,-78.87,301,March,22,1983,0,9.05,-6.1,1.48,11,-0.94,5.03,17.64,4.96,11.3,16.94,4.08,10.51,0.028,0.0295,0.0324
410,319,CBP_3_DES_ARIZ,3.27071867,0.132063225,Type3,rhomboidea,12.34,3.88,44.85,44.34,AZ,Southwest,prescott,prescott,"Maricopa County_Arizona_Cave Creek, Prescott",33.83,-111.95,702,March,21,2008,0,27.78,9.95,18.86,21.63,8.31,14.97,28.77,14.87,21.82,28.57,14.62,21.59,0.1102,0.0762,0.077
411,215,CBP_16_CSCN_IDA,2.915253345,0.131961311,Type3,rhomboidea,4.42,1.61,15.03,15,NE,Northern_Rockies_and_Plains,gering,gering,Scottsbluff County_Nebraska_Gering,41.82,-103.66,1192,May,17,1976,0,20,0.68,10.34,9.99,-5.03,2.48,17.47,0.88,9.17,17.63,0.86,9.25,0.0074,0.0077,0.0077
412,284,CBP_2_PH_MARY,4.334684602,0.131920617,Type3,rhomboidea,4.71,0.96,15.22,14.93,MD,Northeast,snowhill,snowhill1,Worcester County_Maryland_Snow Hill,38.18,-75.39,5,April,2,2006,3.904,10.591,-0.28,5.282,12,1.36,6.68,19.9,9.41,14.65,19.39,7.76,13.57,0.0184,0.0263,0.0301
413,478,CBP_6_WM_VIR,2.226032471,0.131840159,Type3,rhomboidea,4.48,1.6,16.48,16.29,VI,Southeast,richmond,richmond14,"Richmond, New Kent County, Virginia",37.54,-77.43,50.7,May,9,1970,0,32.22,14.58,23.4,16.26,3.9,10.08,22.62,10.16,16.39,22.27,9.59,15.93,0.0244,0.0309,0.0269
414,287,CBP_2_UAM_OHIO,3.220519364,0.131809931,Type3,rhomboidea,5.23,1.64,18.46,18.21,OH,Ohio_Valley,hamilton,hamilton1,"Hamilton, Butler County, Ohio",39.37,-84.66,182,April,5,1990,0.054,13.4,-0.19,6.61,8.42,-2.8,2.81,17.33,5.38,11.36,18.65,6.38,12.51,0.0278,0.0323,0.0407
415,111,CBP_1_NY_VIR,2.356601685,0.131767608,Type3,rhomboidea,3.49,1.37,17.84,17.65,VI,Southeast,accomac,accomac,"Accomac, Accomack County, Virginia",37.81,-75.59,301,April,3,2011,0.097,13.97,4.04,9,10.02,0.79,5.4,19.77,9.93,14.85,20.45,10.61,15.53,0.0201,0.024,0.0291
416,414,CBP_44_WIS_WIS,3.362779682,0.131499905,Type3,rhomboidea,8.95,2.7,33.5,32.95,WI,Upper_Midwest,,,Wisconsin,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
417,533,CBP_9_URV_VIR,4.609489449,0.131272328,Type3,rhomboidea,8.43,1.8,26.18,25.93,VI,Southeast,richmond,richmond7.5,"Richmond City, , Virginia",37.54,-77.43,50.7,April,1,1932,0.067,16.35,3.35,9.85,11.37,-0.34,5.51,20.01,8.3,14.15,20.24,8.37,14.3,0.0273,0.0338,0.0225
418,234,CBP_2_ALB_MICH,1.96467859,0.130342263,Type3,rhomboidea,2.62,1.21,12.59,12.33,MI,Upper_Midwest,Albion,Albion,"Albion, Calhoun County, Michigan",42.24,-84.74,84,May,3,1927,#N/A,#N/A,#N/A,#N/A,5.26,-4.06,0.6,13.39,2.73,8.06,14.86,3.66,9.26,0.0172,0.0228,0.0249
419,456,CBP_6_BALT_MARY,2.66616971,0.13031591,Type3,rhomboidea,3.14,1.2,12.59,12.16,MD,Northeast,ashland,ashland,Mayland_Ashland,39.49,-76.63,167,May ,1,1973,2.162,9.738,-10.77,43.31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18.05,5.87,11.96,#N/A,#N/A,0.0244
420,408,CBP_4_WIS_WIS,2.931819881,0.130057068,Type3,rhomboidea,8.4,2.2,32.2,31.55,WI,Upper_Midwest,brodhead,brodhead,"Brodhead, Rock County, Wisconsin",42.54,-89.32,969,May ,5,1964,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
421,365,CBP_36_WIS_WIS,3.228549908,0.130050404,Type3,rhomboidea,8.79,2.05,21.47,21,WI,Upper_Midwest,barron,barron,"Barron, Barron County, Wisconsin",45.4,-91.85,338,May,10,1888,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
422,237,CBP_2_BALT_MARY,2.852826445,0.129595936,Type3,rhomboidea,6.8,2.78,28.29,27.89,MD,Northeast,cockeysville,cockeysville,Baltimore County_Maryland_Cockeysville,39.48,-76.64,94,May,12,1970,1.936,11.695,-1.16,5.79,9.06,-1.53,3.77,17.47,6.21,11.84,19.45,7.72,13.58,0.031,0.0294,0.0269
423,36,CBP_1_EUH_GEOR,3.210959917,0.128768367,Type3,rhomboidea,5.18,1.66,22.52,22.16,GA,Southeast,,,"Emory, DeKalb County, Georgia",#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
424,256,CBP_2_FSU_INDI,2.520419671,0.127875268,Type6,rhomboidea,3.47,1.47,16.97,16.47,IN,Ohio_Valley,bloomington,bloomington,"Bloomington, Monroe County, Indiana",39.17,-86.54,235,April,23,1961,0.723,23,10.89,16.94,9.08,-2.38,3.35,18.29,5.8,12.04,18.15,5.84,12,0.0257,0.0276,0.0314
425,490,CBP_7_JMUH_VIR,2.194870067,0.127624535,Type3,rhomboidea,4.91,2.17,20.21,19.89,VI,Southeast,,,"Harrisonburg, Rockingham County, Virginia",38.43,-78.87,301,April,#N/A,1978,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
426,179,CBP_11_UWFP_FLOR,3.563384958,0.127241555,Type3,rhomboidea,5.91,1.6,22.84,22.4,FL,Southeast,pensacola,pensacola11,"Pensacola, Escambia County, Florida",30.43,-87.24,31,March,3,1986,0.05,20.56,7.66,14.11,19.96,8.1,14.03,25.37,14.6,19.99,25.2,13.97,19.59,0.0375,0.0502,0.0499
427,33,CBP_1_EIU_ILL,2.20113734,0.126816858,Type3,rhomboidea,5.85,2.63,28.61,28.13,IL,Ohio_Valley,fairbury,fairbury,"Fairbury, Livingston County, Illinois",40.75,-88.51,208,May,2,1999,0,24.31,5.48,14.89,7.39,-3.3,2.04,17.11,5.78,11.45,17,4.92,10.96,0.0237,0.0259,0.0227
428,278,CBP_2_NY_MARY,2.651433155,0.12666249,Type3,rhomboidea,5.21,1.99,24.42,24.3,MD,Northeast,preston,preston2,Caroline County_Maryland_Preston,38.71,-75.91,12,December,2,2015,3.591,26.89,15.917,21.403,24.73,14.65,19.69,18.95,8.86,13.9,19.06,8.65,13.86,0.0335,0.0363,0.0319
429,437,CBP_5_IND_INDI,1.842926398,0.126186486,Type6,rhomboidea,6.78,3.86,35.04,34.71,IN,Ohio_Valley,bloomingdale,bloomingdale,"Bloomingdale, Parke County, Indiana",39.83,-87.25,196,September,20,1929,0.004,18.88,8.72,13.8,25.61,12.35,18.98,17.44,5,11.22,16.94,4.63,10.79,0.0403,0.0301,0.033
430,323,CBP_3_FARM_VIR,3.983670537,0.126177935,Type3,rhomboidea,2.76,0.71,9.26,8.9,VI,Southeast,richmond,richmond15,"Richmond, Richmond County, Virginia",37.96,-76.76,301,May,4,1979,0.627,25.63,14.08,19.86,13.06,1.8,7.43,20.06,9.04,14.55,18.91,8.58,13.74,0.0234,0.032,0.0361
431,409,CBP_4_WM_VIR,2.40936317,0.125831668,Type1a2,rhomboidea,5,2.05,21.74,21.4,VI,Southeast,fredericksburg,fredericksburg2,"Fredericksburg, Westmoreland County, Virginia",38.31,-77.47,77,May,11,1999,0,26.55,12.65,19.6,14.7,1.71,8.21,22.38,9.72,16.05,21.18,8.15,14.66,0.025,0.0209,0.0266
432,132,CBP_1_UL_ALA,2.272998438,0.125647865,Type3,rhomboidea,6.54,2.63,33.29,32.46,AL,Southeast,florence,florence,"Florence, Lauderdale County, Alabama",34.8,-87.68,170,April,10,1973,0.033,11.58,2.05,6.82,14.2,2.49,8.35,22.11,9.32,15.72,23.39,10.4,16.89,0.072,0.053,0.0521
433,321,CBP_3_DOV_MARY,2.343102476,0.124963298,Type3,rhomboidea,4.84,1.75,21.41,21.18,MD,Northeast,waddellscorner,waddellscorner,Dorchester County_Maryland_Waddells Corner,38.65,-75.9,13,April,15,2005,2.166,10.404,0.03,5.204,11.09,0.73,5.91,19.44,8.93,14.19,18.58,6.96,12.77,0.0315,0.0314,0.0242
434,416,CBP_46_WIS_WIS,3.269658905,0.123827948,Type3,rhomboidea,6.5,0.95,27.2,26.7,WI,Upper_Midwest,,,"West Superior, Douglas County, Wisconsin",46.72,-92.1,195,June,#N/A,1890,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
435,396,CBP_4_ODU_VIR,2.397666522,0.123729239,Type3,rhomboidea,3.44,1.31,14.03,13.85,VI,Southeast,norfolk,norfolk6,"Norfolk City, , Virginia",36.88,-76.31,301,March,31,1978,0,16.72,2.89,9.81,12,2.58,7.29,20.08,10.01,15.05,19.54,9.62,14.58,0.0409,0.0326,0.0329
436,121,CBP_1_TCC_OHIO,3.155960999,0.123484442,Type3,rhomboidea,5.5,1.7,23.85,22.8,OH,Ohio_Valley,hamilton,hamilton2,"Hamilton, Butler County, Ohio",39.37,-84.66,182,April,5,1990,0.054,13.4,-0.19,6.61,8.42,-2.8,2.81,17.33,5.38,11.36,18.65,6.38,12.51,0.0278,0.0323,0.0407
437,66,CBP_1_HAR_OKLA,3.226150716,0.122825967,Type6,rhomboidea,3.11,0.84,13.57,13.44,OK,South,hennessey,hennessey,"Hennessey, Kingfisher County, Oklahoma",36.11,-97.9,354,March,20,1914,#N/A,#N/A,#N/A,#N/A,14.65,1.61,8.13,22.97,8.76,15.86,23.15,8.71,15.93,0.0151,0.0193,0.0134
438,56,CBP_1_HAR_ALA,4.592522745,0.122457694,Type1a1,rhomboidea,5.95,0.95,18.16,17.58,AL,Southeast,,,"Athens, Limestone County, Alabama",34.8,-86.97,214,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
439,61,CBP_1_HAR_INDI,3.175379699,0.121074646,Type1a2,rhomboidea,5.16,0.93,19.85,19.74,IN,Ohio_Valley,southport,southport1,"Southport, Marion County, Indiana",39.66,-86.12,228,April,27,1935,0.365,25.3,13.6,19.45,9.7,-0.33,4.68,19.29,7.3,13.29,17.38,6.35,11.86,0.0158,0.0177,0.0276
440,177,CBP_11_SAT_Tex,2.820457015,0.116873542,Type3,rhomboidea,7.34,2.27,32.83,31.97,TX,South,Bryan,Bryan3,"Bryan, Texas",30.67,-96.37,113,February,25,1977,0,28.33,11.4,19.86,19.01,6.75,12.88,23.94,11.98,17.96,26.34,13.82,20.08,0.0329,0.0321,0.0203
441,236,CBP_2_ASU_ARIZ,2.991005834,0.115709669,Type3,rhomboidea,4.75,1.65,19.75,19.28,AZ,Southwest,phoenix,phoenix1,Maricopa County_Arizona_Phoenix,33.43,-112.07,331,February,1,2014,0,17.5,7.66,12.58,26.06,11.79,18.93,30.16,15.43,22.79,30.27,15.61,22.94,0.0954,0.0692,0.0969
442,60,CBP_1_HAR_ILL,2.635681117,0.115345518,Type3,rhomboidea,8.11,2.53,32,31.16,IL,Ohio_Valley,,,"Olney, Richland County, Illinois",#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
443,172,CBP_11_IND_INDI,3.006978647,0.115282066,Type3,rhomboidea,4.67,1.59,22.67,22.31,IN,Ohio_Valley,mountvernon,mountvernon,"Mount Vernon, Posey County, Indiana",37.93,-87.9,121,April,11,2021,0.38,20.27,9.43,14.85,10.73,-0.04,5.35,19.21,8.09,13.65,20,8.66,14.33,0.0294,0.0388,0.0334
444,269,CBP_2_JMUH_VIR,3.212730599,0.114008809,Type3,rhomboidea,2.84,1.05,15.63,14.79,VI,Southeast,harrisonburg,harrisonburg4,"Harrisonburg, Rockingham County, Virginia",38.43,-78.87,301,April,23,1980,0,26.5,8.7,17.6,8.7,-2.72,2.99,16.61,4.86,10.73,17.2,4.61,10.91,0.0245,0.0363,0.0238
445,340,CBP_3_NY_MARY,2.408825401,0.113482419,Type3,rhomboidea,10.46,4.06,51.37,51.25,MD,Northeast,harmony,harmony,Caroline County_Maryland_Harmony,38.78,-75.88,14,November,27,2010,3.154,11.094,7.29,5.911,26.89,15.92,21.4,19.13,8.67,13.9,19.16,8.23,13.7,0.0359,0.036,0.032
446,32,CBP_1_DUKE_GEOR,3.665963702,0.113377314,Type1a2,rhomboidea,6.12,1.59,27.05,26.63,GA,Southeast,madison,madison,"Madison, Morgan County, Georgia",33.59,-83.47,207,March,31,1991,0,17.6,2.95,10.28,17.66,5.6,11.63,23.66,11.1,17.38,22.64,11.25,16.95,0.0348,0.0297,0.0357
447,467,CBP_6_MARY_MARY,1.998185616,0.112468802,Type3,rhomboidea,6.48,3.23,31.63,31.2,MD,Northeast,lilypons,lilypons,Frederick County_Maryland_Lilypons,39.3,-77.43,68,April,21,1980,1.839,12.002,13.64,6.683,9.74,-1.08,4.33,17.44,6.16,11.8,19.98,9.38,14.68,0.0216,0.0355,0.032
448,489,CBP_7_IND_INDI,3.018329506,0.112347694,Type3,rhomboidea,4.71,1.52,17.21,17.02,IN,Ohio_Valley,bedford,bedford2,"Bedford, Lawrence County, Indiana",38.87,-86.51,209,April,17,1933,0.578,13.1,6.43,9.76,9.96,-1,4.48,18.9,6.73,12.81,20.19,7.5,13.84,0.0417,0.039,0.032
449,58,CBP_1_HAR_FLOR,2.951318315,0.112106004,Type3,rhomboidea,4.94,1.72,17.13,17.09,FL,Southeast,monticello,monticello,"Monticello, Jefferson County, Florida",30.55,-83.87,51,March,24,1958,0.296,18.97,11.57,15.27,19.4,6.95,13.17,25.34,13.33,19.33,25.57,13.2,19.39,0.0317,0.0473,0.0363
450,252,CBP_2_FARM_VIR,2.783707052,0.111949346,Type3,rhomboidea,3.65,1.26,15.6,15.3,VI,Southeast,lynchburg,lynchburg2,"Lynchburg, Charlotte County, Virginia",37.04,-78.48,1574,April,21,1979,0,18.82,2.68,10.75,11.67,-0.06,5.81,19.51,7.59,13.55,19.16,7.57,13.37,0.0399,0.035,0.0409
451,433,CBP_5_GMUH_VIR,2.686140658,0.110869661,Type3,rhomboidea,5.37,2.09,22.72,22.4,VI,Southeast,fredericksburg,fredericksburg3," Fredericksburg, Caroline County, Virginia",38.17,-77.19,506,April,30,1978,0,22.7,12.06,17.38,10.5,-1.09,4.71,19.39,6.78,13.09,19.21,6.64,12.92,0.0381,0.0321,0.0304
452,328,CBP_3_GVSV_MICH,3.884703416,0.109075133,Type3,rhomboidea,6.38,1.64,21.15,20.93,MI,Upper_Midwest,Grand Rapids,Grand Rapids3,"Grand Rapids, Kent County, Michigan",42.96,-85.67,195,May,16,1972,0.216,20.88,10.34,15.61,5.69,-4.41,0.64,14.22,2.54,8.38,13.21,2.27,7.74,0.0248,0.0242,0.0283
453,175,CBP_11_MICH_MICH,2.849953306,0.108679884,Type6,rhomboidea,7.69,2.67,29.36,29.25,MI,Upper_Midwest,Big Rapids,Big Rapids2,"Big Rapids, Mecosta County, Michigan",43.52,-85.33,969,May,11,2002,0.323,13.05,-1.65,5.7,22.29,9.47,15.88,12.33,1.34,6.84,13.87,2.57,8.22,0.0284,0.027,0.0217
454,480,CBP_7_BRIT_OKLA,2.570390189,0.108531202,Type6,rhomboidea,3.4,1.25,18.65,17.6,OK,South,shawnee,shawnee,"Shawnee, Pottawatomie County, Oklahoma",35.33,-96.93,307,March,23,1963,0,23.53,5.43,14.48,15.46,1.03,8.25,22.85,9.05,15.95,23.76,9.16,16.46,0.0106,0.02,0.0159
455,381,CBP_4_DOV_MARY,1.774902703,0.107698664,Type6,rhomboidea,4.2,2.14,23.8,23.3,MD,Northeast,eastnewmarket,eastnewmarket,Dorchester County_Maryland_East New Market,38.6,-75.92,12,April,24,2005,3.067,11.795,9.28,6.362,11.79,0.93,6.36,19.53,8.72,14.13,19.34,8.17,13.76,0.0307,0.0314,0.032
456,99,CBP_1_NCU_GEOR,2.44435507,0.1073525,Type3,rhomboidea,4.32,1.63,21.71,21.34,GA,Southeast,bowman,bowman,"Bowman, Elbert County, Georgia ",34.21,-83.03,238,March,25,1978,0.46,23.13,6.91,14.93,14.31,2.37,8.34,22.59,9.99,16.29,22.5,9.53,16.02,0.0387,0.0344,0.0284
457,280,CBP_2_NY_VIR,3.106278054,0.107201106,Type3,rhomboidea,4.09,1.24,16.83,16.74,VI,Southeast,lynchburg,lynchburg4,"Lynchburg, Accomack County, Virginia",37.94,-75.54,301,April,3,2011,0.097,13.97,4.04,9,10.39,-0.57,4.91,19.86,8.29,14.07,22.05,10.26,16.16,0.0209,0.0268,0.033
